lang	clemma	op	synset	verdict	reason	n_occurrences
cmn	反日	=	02965043-a	BAD	"compositional anti-Japanese, not plain ""Japanese"""	2
cmn	另定	=	01647543-v	GOOD	"定 core matches ""fix, set"", 另 is modifier"	1
cmn	另定	=	02070188-a	BAD	wrong POS, verb phrase tagged as adjective	1
cmn	可	=	00001740-a	GOOD	"可 as modal fits ""able, can"""	132
cmn	可	=	00043003-r	BAD	truncated, real phrase is 由此可见	1
cmn	可	=	00294459-r	BAD	truncated, real phrase involves 可见	1
cmn	可	=	80000754-r	BAD	truncated, part of discontinuous 非...不可	1
cmn	可	~	00031899-r	GOOD	"可 as emphatic intensifier fits ""really, very"""	1
cmn	可不是	=	00024356-r	BAD	compositional, comment splits into two morphemes	1
cmn	可不是	=	00027384-r	BAD	compositional, comment splits into two morphemes	1
cmn	司令	=	04202417-n	BAD	"新加坡司令 is a cocktail, unrelated to ""shop"""	1
cmn	司马辽太郎式	=	04928903-n	BAD	compositional proper-name + style suffix	1
cmn	吃	=	07510348-n	BAD	truncated MWE, real word is 吃惊	1
cmn	各行各业	=	00239908-r	BAD	"idiom mismapped to generic ""each"" adverb"	3
cmn	各行各业	=	00609953-n	BAD	idiom is plural/distributive, not singular profession	3
cmn	各行各业	=	08065234-n	BAD	idiom is plural/distributive, not singular industry	3
cmn	同	=	00507927-r	GOOD	"同 fits ""together, with"" as coverb"	1
cmn	名菜	=	01375831-a	BAD	wrong POS, noun compound tagged as adjective	2
cmn	名菜	=	07557434-n	BAD	"compositional, drops ""名"" (famous) qualifier"	2
cmn	听	=	02542795-v	BAD	truncated, actual word is 听从	1
cmn	命	=	11473291-n	GOOD	"命 fits ""life"" in given contexts"	2
cmn	命脉	=	05694527-n	GOOD	"命脉 fits metaphorical ""lifeline"""	1
cmn	和面	=	00872107-n	BAD	tokenization error joining unrelated tokens	4
cmn	和面	=	07679356-n	BAD	tokenization error joining unrelated tokens	2
cmn	和面	=	07699584-n	BAD	tokenization error joining unrelated tokens	1
cmn	和面	=	80000616-n	BAD	tokenization error joining unrelated tokens	1
cmn	哪个	=	77000091-a	UNSURE	context shows indefinite use, not interrogative	1
cmn	商务	=	80000639-n	BAD	"generic ""business"", not specific business class"	2
cmn	喝干	=	00451648-v	GOOD	"喝干 fits ""drain, empty of liquid"""	2
cmn	四	=	02072159-v	BAD	truncated, actual word is 四溢	4
cmn	四九年	=	15204297-n	BAD	wrong sense, is calendar year not fiscal/school year	1
cmn	四大	=	00579622-a	BAD	compositional, comment says split 四/大	2
cmn	四大	=	13744304-n	BAD	compositional, comment says split 四/大	2
cmn	四日	<	15157225-n	BAD	date reference, wrong sense (observance day)	4
cmn	回头	=	02096167-v	GOOD	"回头 fits ""turn (around axis)"""	1
cmn	回头	=	05538625-n	BAD	wrong POS, verb tagged as body-part noun	1
cmn	国	=	08723006-n	BAD	"truncated, generic ""country"" not specifically China"	2
cmn	国营化	=	01151788-n	GOOD	"国营化 fits ""nationalization"" directly"	2
cmn	在	=	13954253-n	BAD	"在 is preposition/aspect marker, not ""existence"""	1
cmn	在 上	=	06325145-n	GOOD	在...上 functions as preposition frame	1
cmn	在 中间	=	15225668-n	BAD	"中间 alone isn't specifically ""midterm"""	1
cmn	在 进行	=	00348746-v	BAD	"进行 means ""carry out"", not ""begin"""	1
cmn	在地	=	03365592-n	GOOD	"地 core matches ""floor/ground"", 在 is preposition"	1
cmn	在野	=	08404188-n	BAD	truncated, actual term is 在野党	5
cmn	地	=	11473954-n	BAD	"地 unrelated to ""light"", likely confusion with 光"	1
cmn	地区	=	08551177-n	BAD	truncated, missing 受灾 disaster qualifier	2
cmn	地响	=	01452593-a	BAD	tokenization error, nonsense combined token	1
cmn	地响	=	02180898-v	BAD	tokenization error, nonsense combined token	1
cmn	地响	=	03222516-n	BAD	tokenization error, nonsense combined token	1
cmn	地方	=	00405540-v	BAD	wrong POS, noun tagged as verb, truncated	4
cmn	场	=	00908621-v	BAD	truncated MWE, real word is 捧场	1
cmn	场内	=	08588294-n	BAD	tokenization error, boundary should be 处理场|内	1
cmn	坏	=	00079629-a	BAD	"truncated MWE 吓坏了, alone means ""bad/broken"""	1
cmn	坏 了	=	00079629-a	BAD	"still missing 吓, alone means ""broken"""	1
cmn	坐坐	=	01543123-v	GOOD	"坐坐 fits ""sit, be seated"""	1
cmn	坐进	=	01984902-v	GOOD	"坐 core matches ""take a seat"", 进 is directional"	1
cmn	坐进	=	02016523-v	BAD	compositional 坐+进, comment confirms split	1
cmn	城	<	03965456-n	BAD	part of place name, not generic mall	1
cmn	基本法	=	06533648-n	GOOD	matches constitution/fundamental law	1
cmn	基轴	=	02764614-n	GOOD	matches axis of rotation	1
cmn	增员	=	00153263-v	BAD	compositional verb-object, already split-tagged	2
cmn	增员	=	08439955-n	BAD	wrong POS/compositional, already split-tagged	2
cmn	增多	=	00156601-v	GOOD	genuine synonym for increase	1
cmn	士乃	=	90000131-n	BAD	tokenization error, part of 芽笼士乃	4
cmn	夕	=	80001885-n	BAD	means evening, not short time	1
cmn	多多	=	01551633-a	BAD	reduplicated, comment says only 多 fits	1
cmn	大型犬	=	01382086-a	BAD	noun not adjective, compositional	1
cmn	大型犬	=	02084071-n	BAD	hyponym not synonym, compositional	1
cmn	大宗	=	01389451-a	BAD	compositional, partial match only	1
cmn	大宗	=	80001890-n	BAD	compositional, 大 modifier not classifier	1
cmn	大富豪们	=	10529555-n	BAD	plural suffix compositional, annotator splits	1
cmn	大把	=	01382086-a	BAD	tokenization error, annotator confirms	1
cmn	大梁	=	01239054-v	BAD	MWE component; alone means beam	1
cmn	太重	=	00415963-r	BAD	compositional adv+adj, split recommended	1
cmn	太重	=	01184932-a	BAD	compositional, includes intensifier 太	1
cmn	头上	=	05538625-n	BAD	compositional locative phrase	1
cmn	头上	=	08663860-n	BAD	compositional locative phrase	1
cmn	奔向	=	01848718-v	BAD	directionality mismatch, toward vs away	1
cmn	奔月	=	01940403-v	BAD	idiom-specific, not generic fly	1
cmn	奔月	=	09358358-n	BAD	wrong POS, verb tagged to noun	1
cmn	女装	=	02728440-n	BAD	too specific, women's clothing not clothes	1
cmn	女装	=	10787470-n	BAD	wrong sense, clothing not woman	1
cmn	好一会	=	15246353-n	BAD	compositional, annotator recommends split	1
cmn	好不容易	=	00024073-r	BAD	idiom meaning, not simple negation	1
cmn	好不容易	=	00059171-r	BAD	idiom doesn't mean plain much	1
cmn	好不容易	=	00749230-a	BAD	opposite meaning, difficult not easy	1
cmn	好久	=	00059171-r	BAD	mismatch, means long time not much	1
cmn	好久	=	00166025-r	GOOD	好久 synonymous with 长久 already listed	1
cmn	好似	=	01409581-a	GOOD	means seems like/resembles	1
cmn	妇女们	=	08477912-n	GOOD	plural form precedented in synset lemmas	4
cmn	妙	=	80002092-n	BAD	妙 too general, not specific to sound	1
cmn	姊妹们	=	10602985-n	BAD	plural suffix, annotator recommends split	1
cmn	子	=	08003935-n	BAD	tokenization error, part of 子公司	1
cmn	子	=	08078020-n	BAD	tokenization error, part of 一家子	1
cmn	孩子们	=	09917593-n	GOOD	plural of 孩子, matches child sense	3
cmn	孩子们	=	09918248-n	GOOD	plural of 孩子, matches offspring sense	1
cmn	安定	=	02274089-a	GOOD	means stable/settled	2
cmn	官民	=	08160276-n	BAD	compositional coordinate compound, loses 官	1
cmn	官民	=	10372373-n	BAD	compositional coordinate compound, loses 民	1
cmn	害	=	00069879-v	BAD	superseded by MWE 害命=murder analysis	1
cmn	害	=	02482425-v	BAD	superseded by MWE 害命, bare 害 imprecise	1
cmn	家居	=	03259505-n	BAD	attributive/domestic sense, not dwelling place	1
cmn	家门	=	05180881-n	BAD	literal house gate vs metaphorical door/means	1
cmn	对症	=	00652900-v	BAD	compositional, means symptom-matching not compare	1
cmn	对症	=	14299637-n	BAD	wrong POS, compositional	1
cmn	尊称	=	01228877-n	BAD	means honorific title, too specific vs abstract respect	1
cmn	小	=	03899533-n	BAD	tokenization error, part of 小路	2
cmn	小	=	05098942-n	BAD	tokenization error, part of 大小	1
cmn	小	=	90000126-n	BAD	part of proper noun 翡翠小厨	2
cmn	小	=	90000226-n	BAD	tokenization error, part of 小印度	4
cmn	小 镇	=	01392633-a	BAD	tokenization error, annotator confirms	1
cmn	小 镇	=	08665504-n	BAD	tokenization error, annotator confirms	1
cmn	小伙子们	=	09908025-n	GOOD	plural of 小伙子, matches lad/fellow sense	1
cmn	少女们	=	10129825-n	BAD	plural suffix, annotator recommends split	1
cmn	尽可	=	00051373-a	BAD	means feel free to, not capable/adequate	2
cmn	尽可	~	00008007-r	GOOD	lexicalized adverbial, fits wholly/entirely	2
cmn	屋下	=	01207546-a	BAD	compositional 屋+下, wrong POS	1
cmn	屋下	=	04105893-n	BAD	means under house, not room	1
cmn	展	=	03303831-n	BAD	tokenization error, part of 展厅	1
cmn	展	=	06888506-n	BAD	tokenization error, part of 预展	1
cmn	屡屡	=	00176880-r	GOOD	standard adverb meaning repeatedly	2
cmn	山	<	08615149-n	BAD	part of proper noun 花柏山公园	1
cmn	山	<	08615374-n	BAD	part of proper noun 花柏山公园	1
cmn	山上	=	09359803-n	BAD	compositional, includes locative 上	1
cmn	工	=	08439955-n	BAD	tokenization error, part of 员工	1
cmn	工	=	10041887-n	BAD	tokenization error, part of 工薪族	1
cmn	工业级	=	02748635-a	BAD	compositional 工业+级, loses grade part	1
cmn	工业级	=	05093890-n	BAD	compositional, loses industrial part	1
cmn	工场	=	03316406-n	GOOD	matches factory/manufacturing plant	1
cmn	工场	=	03956922-n	GOOD	matches industrial plant/works	1
cmn	工巧匠	=	80001906-n	BAD	non-standard, part of idiom 能工巧匠	1
cmn	市内	=	08524735-n	BAD	means within city, not city itself	3
cmn	市内	=	08588294-n	BAD	compositional, tokenize separately	3
cmn	布置	=	05837271-n	GOOD	matches layout/arrangement	1
cmn	常任	=	01754421-a	GOOD	matches permanent/standing sense	1
cmn	常问	=	00059413-r	BAD	compositional adv+verb, split recommended	1
cmn	常问	=	00897746-v	BAD	compositional, means often-ask not ask	1
cmn	幕幕	=	80001904-n	BAD	reduplicated construction, not base classifier	1
cmn	平	~	01531957-a	GOOD	relates to average/level semantic field	1
cmn	广场	=	03965456-n	GOOD	matches plaza/mall sense in commercial usage	1
cmn	建成	=	01654628-v	GOOD	matches build/construct	1
cmn	建成	=	01685601-v	GOOD	matches build, resultative sense	2
cmn	开	=	01134781-v	BAD	tokenization error, part of 开枪	2
cmn	开	=	80000185-v	BAD	tokenization error, part of 开饭	1
cmn	开 着	=	01930874-v	GOOD	matches drive sense	1
cmn	开往	=	01930874-v	BAD	compositional, adds directional meaning	3
cmn	开进	=	01930874-v	BAD	compositional, loses into direction	1
cmn	开进	=	02016523-v	BAD	compositional, loses drive component	1
cmn	张学友	=	07459066-n	BAD	proper name of singer, unrelated to Grand Prix	1
cmn	张张	=	76100030-x	BAD	reduplicated construction, not base classifier	1
cmn	弱者型	=	05840188-n	BAD	compositional, loses 弱者 part	1
cmn	弱者型	=	80000569-n	BAD	compositional, wrong sense	1
cmn	弹痕	=	09229941-n	GOOD	matches bullet hole/mark	2
cmn	强弱	=	07084166-n	BAD	means stress/dynamics, not pitch intonation	1
cmn	当它	=	00651145-v	BAD	compositional, includes object pronoun	1
cmn	彻底地	=	00057388-r	GOOD	standard +地 adverbial form	1
cmn	得	~	02506546-v	BAD	fragment of MWE 只得, needs new synset	2
cmn	心脏 跳动声	=	05718254-n	BAD	compositional, too specific for generic sound	2
cmn	心脏 跳动声	=	07400906-n	BAD	compositional, heartbeat plus sound	2
cmn	必修课	=	00848466-a	BAD	wrong POS, compositional noun compound	1
cmn	必修课	=	00884466-n	BAD	hyponym not synonym, compositional	1
cmn	急急	=	00979862-a	GOOD	standard reduplicated form meaning hurriedly	1
cmn	总	=	00047903-r	GOOD	matches ultimately/in the end sense	1
cmn	总研	=	00636921-n	BAD	fragment of longer compound, loses 总 meaning	1
cmn	总研	=	02440244-v	BAD	means lead, mismatched with 总研	1
cmn	总研	=	02993546-n	BAD	means center/building, mismatched	1
cmn	总研	=	03504723-n	BAD	compositional fragment, not headquarters	1
cmn	惟命	=	70100055-a	BAD	truncated idiom, should be 惟命是从	1
cmn	想来	=	01825237-v	BAD	compositional, loses come component	1
cmn	意思	=	01343918-a	BAD	wrong POS, noun not adjective without 有	1
cmn	懂	=	00593852-v	GOOD	means understand directly	1
cmn	懒觉	=	00015806-v	BAD	wrong POS, fragment of MWE 睡懒觉	1
cmn	成功率	=	07319103-n	BAD	compositional, loses rate part	1
cmn	成功率	=	15286249-n	BAD	compositional, loses success part	1
cmn	或者´	=	00063172-r	BAD	malformed token with stray punctuation	1
cmn	房间里	~	04105893-n	BAD	freely compositional locative phrase	1
cmn	所长	=	10474645-n	GOOD	general institute director, fits director/principal	2
cmn	手	=	01852812-a	BAD	tokenization error, part of 第一手	1
cmn	手	=	03055418-n	BAD	tokenization error, part of 手袋	1
cmn	手下	=	01755816-v	BAD	tokenization error per annotator	1
cmn	手下	=	02759190-a	BAD	tokenization error per annotator	1
cmn	手里	=	05564590-n	BAD	tokenization error, compositional locative	1
cmn	手里	=	80000001-n	BAD	tokenization error, compositional locative	1
cmn	才	=	00047534-r	BAD	non-standard usage, annotator doubts Mandarin	1
cmn	扎宾	=	80000862-n	BAD	should be 扎宾舞, bare form insufficient	1
cmn	执行部	=	03017922-a	BAD	wrong POS, whole word is a noun	1
cmn	执行部	=	08114861-n	BAD	compositional, too specific for department	1
cmn	扬	=	01375831-a	BAD	fragment, should be 名扬	1
cmn	扬帆	=	00057657-n	GOOD	means set sail, matches departure sense	1
cmn	扬帆	=	00313806-n	GOOD	matches sailing activity sense	1
cmn	批准书	=	07179943-n	BAD	document not abstract act of ratifying	1
cmn	批准书	~	06471345-n	GOOD	lexicalized term for ratification document	1
cmn	抬回	=	01449974-v	BAD	compositional, directional complement changes meaning	1
cmn	抬回家	=	01449974-v	BAD	compositional, carry+home not plain carry	1
cmn	抬回家	=	01683349-a	BAD	wrong POS, whole phrase is verbal	1
cmn	抬头	=	05538625-n	BAD	wrong POS, compositional verb not noun	2
cmn	抬头	=	07370671-n	BAD	compositional, POS mismatch with verbal usage	2
cmn	抽空	=	01065687-n	BAD	wrong POS, functions as verb not noun	2
cmn	抽空	=	02311387-v	BAD	compositional, whole means spare time not withdraw	2
cmn	拉成	=	02103162-v	BAD	compositional, loses resultative 成 component	1
cmn	拟	=	00704690-v	GOOD	means to plan/intend	1
cmn	指摘	=	00826509-v	GOOD	means find fault/criticize	1
cmn	挑战权	=	00868591-v	BAD	wrong POS, whole word is noun phrase	1
cmn	挑战权	=	05196582-n	BAD	compositional, too specific for generic right	1
cmn	挥	=	80002207-v	BAD	bare 挥 too general, should be 挥拍	2
cmn	挪近	=	00444519-a	BAD	wrong POS, compositional verb phrase	1
cmn	挪近	=	01850315-v	BAD	compositional, loses closer/result nuance	1
cmn	换	=	01315613-v	BAD	tokenization error, means exchange not search	1
cmn	换代	~	00269963-n	GOOD	lexicalized term for generational change	2
cmn	捧	=	00881661-v	BAD	tokenization error, part of MWE 捧场	1
cmn	搬到	=	01855606-v	UNSURE	borderline compositional, annotator also unsure	2
cmn	摘取	=	02238085-v	GOOD	matches obtain sense metaphorically	2
cmn	摩天观景轮	=	90000189-n	GOOD	commonly elided name for Singapore Flyer	1
cmn	摩托	=	03790230-n	BAD	tokenization error, means motor not motorboat	1
cmn	收	=	02150948-v	BAD	fragment of idiom 尽收眼底, wrong sense alone	1
cmn	教育法	=	00883297-n	BAD	means education law, not teaching activity	1
cmn	教育法	=	08441203-n	BAD	too specific/compositional for generic law	1
cmn	敦促	=	00765649-v	GOOD	matches urge/press sense	1
cmn	敦促	=	00875141-v	GOOD	matches urge/advocate sense	1
cmn	敲锣	=	80001965-v	BAD	truncated idiom, needs 打鼓 for full meaning	1
cmn	整条	=	00514884-a	BAD	tokenization error per annotator	1
cmn	文学所	=	06169488-n	BAD	compositional, 所 adds institute meaning	1
cmn	斑澜	=	80002088-a	GOOD	variant of 斑斓, matches colourful sense	1
cmn	斜	=	04062428-n	BAD	tokenization error, should be 斜躺座椅	1
cmn	断水	=	00292507-v	BAD	compositional, too general, loses water specificity	1
cmn	断水	=	04562658-n	BAD	wrong sense, means water cut off not system	1
cmn	新制度	=	01640850-a	BAD	wrong POS, whole word is noun phrase	1
cmn	新制度	=	04377057-n	BAD	compositional adj+noun	1
cmn	新建	=	01654628-v	GOOD	core meaning build/construct present	1
cmn	新建	=	01685601-v	GOOD	matches build sense	1
cmn	新西兰队	=	08972521-n	BAD	refers to team, not the country itself	1
cmn	方程式	=	06732013-n	BAD	means equation, mismatched with maxim/formula sense	1
cmn	施政	=	01135952-n	GOOD	matches administration/governing sense	1
cmn	旅游	=	90000215-n	BAD	tokenization error, part of longer org name	16
cmn	族	=	02732072-n	BAD	tokenization error, part of 水族箱	1
cmn	无所谓	=	01280576-a	GOOD	means doesn't matter/indifferent	1
cmn	无须	=	02627934-v	BAD	opposite polarity, means no need not need	1
cmn	既是	=	80000764-r	GOOD	correlative form matches not only but also	2
cmn	既有	=	80000764-r	GOOD	correlative form matches not only but also	3
cmn	日制	=	08435388-n	BAD	compositional, loses day component	8
cmn	日制	=	15155220-n	BAD	compositional, loses system component	8
cmn	日本 的	~	02965043-a	BAD	freely compositional possessive, not lexicalized	1
cmn	日本队	=	02965043-a	BAD	wrong POS, whole word is noun phrase	1
cmn	日本队	=	08208560-n	BAD	compositional, too specific for generic team	1
cmn	旧船	=	01638438-a	BAD	wrong POS, whole word is noun phrase	1
cmn	旧船	=	02858304-n	BAD	compositional adj+noun	1
cmn	早刊	=	80001118-n	BAD	foreign-word artifact from Japanese 朝刊	1
cmn	早早	=	00812952-a	GOOD	standard reduplicated form of 早	1
cmn	时	=	00059547-r	BAD	annotator confirms 时时 differs from 时	1
cmn	时	=	01089136-a	BAD	tokenization error, fragment of 全时	1
cmn	时	=	77000104-n	BAD	tokenization error, fragment of 几时	1
cmn	时候	=	00021878-r	BAD	bare form means time/moment, needs 有 prefix	2
cmn	时装	=	09972157-n	BAD	tokenization error, means clothing not designer	1
cmn	昂然	=	00704609-a	BAD	questionable match, likely meant 高昂	1
cmn	是	=	00004722-r	BAD	is copula, not restrictive adverb	1
cmn	是	=	00191579-r	BAD	annotator confirms should be 就是	1
cmn	晚	=	80001022-a	BAD	fragment of idiom 朝九晚五	1
cmn	暂且	=	00088303-r	GOOD	exactly means temporarily	1
cmn	最 长	=	01433493-a	BAD	means longest (superlative), not plain long	1
cmn	月中	=	15209413-n	GOOD	month morpheme, valid MWE split	2
cmn	月中	=	15266685-n	GOOD	middle morpheme, valid MWE split	2
